Unnamed: 0,subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,photo_id,gender,height_cm,weight_kg,image_path,Landmarks
0,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727,3000cb26b2090db5a7d82926af8c6a83,male,178.0,79.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/3000cb26b2090db5a7d82926af8c6a83.png,"[[0.4989815056324005, 0.11891046166419983], [0.5093267560005188, 0.11677050590515137], [0.515434205532074, 0.11785629391670227], [0.5215263366699219, 0.11838674545288086], [0.49287837743759155, 0.11652249097824097], [0.4867698848247528, 0.11868342757225037], [0.4804344177246094, 0.1205802857875824], [0.5328770279884338, 0.13081634044647217], [0.4810466766357422, 0.13833743333816528], [0.5118937492370605, 0.15028426051139832], [0.49448326230049133, 0.14445742964744568], [0.6205569505691528, 0.24387416243553162], [0.4127962589263916, 0.24879314005374908], [0.694252073764801, 0.3640094995498657], [0.3311442732810974, 0.3695072829723358], [0.7722976207733154, 0.46123212575912476], [0.2291838526725769, 0.4696318805217743], [0.7980920076370239, 0.4917564392089844], [0.19507381319999695, 0.4989379048347473], [0.8008420467376709, 0.4948734939098358], [0.1893838346004486, 0.49991917610168457], [0.7859486937522888, 0.48493173718452454], [0.20570248365402222, 0.491610050201416], [0.5753280520439148, 0.48249462246894836], [0.45094943046569824, 0.4799286723136902], [0.6106991767883301, 0.6756824254989624], [0.43459534645080566, 0.6765944957733154], [0.6480182409286499, 0.8574559688568115], [0.4078131318092346, 0.8549964427947998], [0.6376011371612549, 0.8843200206756592], [0.4191960394382477, 0.8803728818893433], [0.6882221102714539, 0.9177338480949402], [0.36694449186325073, 0.9172329902648926]]"
1,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,26.56500625610352,53.2885971069336,30.80095863342285,39.85494995117188,102.39127349853516,27.71979522705078,183.7188415527344,106.04412078857422,84.05552673339844,37.8564567565918,72.00437927246094,52.93408584594727,96.5964126586914,17.93659782409668,0d4a9cce6294a2bdc6dae93d0d9c42a8,male,185.0,82.9,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/0d4a9cce6294a2bdc6dae93d0d9c42a8.png,"[[0.5239683389663696, 0.17537400126457214], [0.5277010798454285, 0.16233238577842712], [0.5318576693534851, 0.16149142384529114], [0.536343514919281, 0.1606699824333191], [0.5190718173980713, 0.16355592012405396], [0.5168553590774536, 0.16515132784843445], [0.5142782926559448, 0.16543856263160706], [0.5453623533248901, 0.16497811675071716], [0.5142474174499512, 0.17156073451042175], [0.531505286693573, 0.19382959604263306], [0.5230708122253418, 0.1966848075389862], [0.643724799156189, 0.26779139041900635], [0.43037348985671997, 0.27455490827560425], [0.7494223117828369, 0.36077871918678284], [0.3507525622844696, 0.38432809710502625], [0.8454217910766602, 0.45321881771087646], [0.25968360900878906, 0.4728666841983795], [0.8717628717422485, 0.484713077545166], [0.24014994502067566, 0.5058251023292542], [0.8732118606567383, 0.4879979193210602], [0.23891884088516235, 0.5078251361846924], [0.8597745895385742, 0.4788077175617218], [0.24938443303108215, 0.49872511625289917], [0.594050407409668, 0.49975472688674927], [0.48730167746543884, 0.5029488801956177], [0.6130691766738892, 0.6998343467712402], [0.4642687439918518, 0.6989293694496155], [0.6364399194717407, 0.8693687915802002], [0.44266945123672485, 0.8695919513702393], [0.6288977265357971, 0.8979519009590149], [0.45035964250564575, 0.8913416266441345], [0.6650004386901855, 0.927011251449585], [0.4190060496330261, 0.9331066012382507]]"
2,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939452,28.5504093170166,169.05911254882812,109.52946472167967,74.31023406982422,38.19779968261719,68.53671264648438,58.65667343139648,103.3951187133789,17.02985954284668,d9adfcab9e56b15a41704ae9e823ab06,male,166.0,88.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/d9adfcab9e56b15a41704ae9e823ab06.png,"[[0.4797123372554779, 0.23031485080718994], [0.4877580404281616, 0.20312070846557617], [0.4944238066673279, 0.19818773865699768], [0.5010786652565002, 0.19449549913406372], [0.47067323327064514, 0.20525532960891724], [0.4645754098892212, 0.20261359214782715], [0.4579889178276062, 0.19917485117912292], [0.5119828581809998, 0.17260459065437317], [0.4524383842945099, 0.1766807734966278], [0.49233484268188477, 0.23192021250724792], [0.47265172004699707, 0.234877347946167], [0.6099883913993835, 0.24879372119903564], [0.3695393204689026, 0.24783703684806824], [0.6767907738685608, 0.365636944770813], [0.3008749485015869, 0.36505207419395447], [0.7680710554122925, 0.46139734983444214], [0.2177678644657135, 0.46323204040527344], [0.792814314365387, 0.4953404664993286], [0.1918642222881317, 0.4993942677974701], [0.7915079593658447, 0.4973689317703247], [0.19357088208198547, 0.5026280283927917], [0.7777107954025269, 0.48804226517677307], [0.20723038911819458, 0.4934740960597992], [0.550491213798523, 0.5060603618621826], [0.41997426748275757, 0.5051836967468262], [0.5843812227249146, 0.676983118057251], [0.4009672701358795, 0.6754148006439209], [0.6383407115936279, 0.8464422225952148], [0.3735324740409851, 0.842975378036499], [0.625710666179657, 0.875512421131134], [0.38818714022636414, 0.8715522289276123], [0.6879422068595886, 0.9108496904373169], [0.29561951756477356, 0.9025623798370361]]"
3,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836,b8ad9ea99fb7c76617a3922a38348090,male,177.0,74.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/b8ad9ea99fb7c76617a3922a38348090.png,"[[0.5251197814941406, 0.19791001081466675], [0.5385531187057495, 0.1808345913887024], [0.5450932383537292, 0.1808924674987793], [0.5516236424446106, 0.18135663866996765], [0.5237390398979187, 0.17873802781105042], [0.5197045207023621, 0.17765048146247864], [0.5157881379127502, 0.17673343420028687], [0.5628694891929626, 0.18393546342849731], [0.5188555121421814, 0.17940226197242737], [0.5372920632362366, 0.21465298533439636], [0.5209988951683044, 0.21370550990104675], [0.6393678188323975, 0.28647470474243164], [0.44250431656837463, 0.2866140604019165], [0.6973655223846436, 0.38797900080680847], [0.3751029372215271, 0.38718879222869873], [0.7429361343383789, 0.46858978271484375], [0.3129473328590393, 0.47009509801864624], [0.7569059133529663, 0.5053576231002808], [0.29468366503715515, 0.5002738237380981], [0.7497852444648743, 0.506134033203125], [0.2944071888923645, 0.5033857822418213], [0.7390652298927307, 0.49569469690322876], [0.305061012506485, 0.49540436267852783], [0.5864601731300354, 0.5268835425376892], [0.4763573706150055, 0.5268405079841614], [0.5993937253952026, 0.6930779218673706], [0.4823158085346222, 0.6906991600990295], [0.6071552038192749, 0.8429081439971924], [0.4779379665851593, 0.842065691947937], [0.5955654978752136, 0.8624918460845947], [0.4911666512489319, 0.8648871779441833], [0.6490207314491272, 0.8983558416366577], [0.42136940360069275, 0.8924719095230103]]"
4,-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,25.46615600585937,51.1634635925293,29.09806251525879,37.15715026855469,92.7225341796875,27.15604591369629,178.9779815673828,97.8735122680664,82.30216979980469,37.23946380615234,66.81805419921875,49.03817367553711,78.92030334472656,17.399463653564453,f4c776abab7952840a393ac995fded6e,male,178.6,67.1,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/f4c776abab7952840a393ac995fded6e.png,"[[0.522611141204834, 0.1581641137599945], [0.5282697081565857, 0.139580637216568], [0.5332063436508179, 0.13917836546897888], [0.5387667417526245, 0.13950344920158386], [0.5129095911979675, 0.1416439414024353], [0.5082093477249146, 0.14215588569641113], [0.5034530758857727, 0.1422712504863739], [0.5395254492759705, 0.14883530139923096], [0.49569955468177795, 0.15087679028511047], [0.5274582505226135, 0.1806161105632782], [0.509354293346405, 0.18435215950012207], [0.6299051642417908, 0.28728294372558594], [0.3949384093284607, 0.2909718453884125], [0.7032600045204163, 0.41448864340782166], [0.332690954208374, 0.4217807650566101], [0.768897533416748, 0.5294854640960693], [0.2744464874267578, 0.5395163297653198], [0.789533257484436, 0.565732479095459], [0.25625014305114746, 0.5734924674034119], [0.7890361547470093, 0.5709822177886963], [0.25410452485084534, 0.580087423324585], [0.7756261229515076, 0.5604113936424255], [0.26564016938209534, 0.5692120790481567], [0.5701399445533752, 0.545628547668457], [0.4508301019668579, 0.5432098507881165], [0.5832608938217163, 0.7153904438018799], [0.42722949385643005, 0.7055338621139526], [0.5928688049316406, 0.8548052310943604], [0.4094676375389099, 0.8475910425186157], [0.5825645327568054, 0.8734351396560669], [0.42312026023864746, 0.8653261661529541], [0.6271341443061829, 0.9241126775741577], [0.37551772594451904, 0.9196661710739136]]"
5,-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,24.74004364013672,50.97289276123047,30.681303024291992,35.23457717895508,95.77923583984376,27.324010848999023,174.0694122314453,96.9201431274414,81.30386352539062,35.66278076171875,65.10942077636719,50.87236785888672,82.21373748779297,17.28766632080078,a040c302ff99965ebe367b063d19ee20,male,172.6,68.1,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/a040c302ff99965ebe367b063d19ee20.png,"[[0.49848976731300354, 0.14340296387672424], [0.5109483599662781, 0.12218886613845825], [0.518670380115509, 0.12158456444740295], [0.5262049436569214, 0.12159785628318787], [0.4937114417552948, 0.12142878770828247], [0.48915740847587585, 0.12061133980751038], [0.484632283449173, 0.11977756023406982], [0.5323002934455872, 0.12245327234268188], [0.48036059737205505, 0.12154209613800049], [0.5076931118965149, 0.1619596779346466], [0.49094516038894653, 0.1632644534111023], [0.614622950553894, 0.2547503411769867], [0.3830257058143616, 0.2551356554031372], [0.6674195528030396, 0.39903169870376587], [0.34021759033203125, 0.4010664224624634], [0.731160581111908, 0.5168341994285583], [0.2931857705116272, 0.5200570821762085], [0.7490701675415039, 0.5593398809432983], [0.2841489315032959, 0.5673123002052307], [0.7517037391662598, 0.5616227984428406], [0.2830539643764496, 0.5710331201553345], [0.7402980327606201, 0.5484135150909424], [0.2915319502353668, 0.5573132038116455], [0.5599579215049744, 0.4887712001800537], [0.44086754322052, 0.49298346042633057], [0.6018790006637573, 0.6794295310974121], [0.40915700793266296, 0.6819886565208435], [0.6474791765213013, 0.8557190895080566], [0.368968665599823, 0.8600941896438599], [0.6398022174835205, 0.880454421043396], [0.3756967782974243, 0.8841853141784668], [0.6751452088356018, 0.9306151866912842], [0.3371354341506958, 0.9358799457550049]]"
6,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508,1d558f7b9774e6f5a8b87fe235db857b,male,179.0,101.7,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/1d558f7b9774e6f5a8b87fe235db857b.png,"[[0.5423237085342407, 0.20607492327690125], [0.5506880283355713, 0.1803576946258545], [0.5565477609634399, 0.1773471236228943], [0.5628779530525208, 0.17653390765190125], [0.5356050729751587, 0.17713460326194763], [0.5304251313209534, 0.17525288462638855], [0.5245569944381714, 0.1739417016506195], [0.5713140964508057, 0.1742854118347168], [0.5134438276290894, 0.1717408299446106], [0.5502796173095703, 0.2186550796031952], [0.5342098474502563, 0.22093504667282104], [0.67147296667099, 0.3027268648147583], [0.40347760915756226, 0.2923920154571533], [0.747240424156189, 0.4391629695892334], [0.32119956612586975, 0.43960505723953247], [0.8143470287322998, 0.5591064691543579], [0.25003695487976074, 0.5580759644508362], [0.8344231247901917, 0.5991078615188599], [0.22574469447135925, 0.5930171012878418], [0.8323909640312195, 0.6022127866744995], [0.22425121068954468, 0.5948512554168701], [0.8201888799667358, 0.592674732208252], [0.23791369795799255, 0.5871925950050354], [0.5969530344009399, 0.5329089760780334], [0.4643123745918274, 0.525124728679657], [0.6271845102310181, 0.6959840655326843], [0.41305458545684814, 0.695623517036438], [0.6763324737548828, 0.8428930044174194], [0.35624608397483826, 0.8589293360710144], [0.6587780117988586, 0.8646109700202942], [0.3673088252544403, 0.8846229910850525], [0.739739716053009, 0.913914144039154], [0.2929542362689972, 0.9322054386138916]]"
7,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,25.833364486694336,51.05610275268555,28.8845329284668,36.16111755371094,101.89659881591795,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.74698638916016,84.89327239990234,17.295169830322266,a3186a8ea4f4dea9b0713a391e30db37,male,179.0,72.0,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/a3186a8ea4f4dea9b0713a391e30db37.png,"[[0.5369076132774353, 0.15253198146820068], [0.5409728288650513, 0.13807445764541626], [0.5450657606124878, 0.13772231340408325], [0.5495164394378662, 0.13770031929016113], [0.5319730043411255, 0.13795915246009827], [0.5288838148117065, 0.13780850172042847], [0.5254160165786743, 0.13772326707839966], [0.5533665418624878, 0.1416330337524414], [0.5185911059379578, 0.1439419388771057], [0.5421898365020752, 0.16579678654670715], [0.5322985053062439, 0.16780886054039001], [0.6326208710670471, 0.23397426307201385], [0.4326266944408417, 0.23741257190704346], [0.726550281047821, 0.32845205068588257], [0.34097445011138916, 0.3321797251701355], [0.8147038221359253, 0.41477516293525696], [0.2426355481147766, 0.42056363821029663], [0.842440128326416, 0.4450727105140686], [0.21416816115379333, 0.4452042877674103], [0.8457407355308533, 0.44993487000465393], [0.2075345516204834, 0.44758161902427673], [0.8313959836959839, 0.44241225719451904], [0.22190433740615845, 0.4435940384864807], [0.5805409550666809, 0.4867536127567291], [0.4800992012023926, 0.4856169521808624], [0.5689894556999207, 0.671412467956543], [0.48614564538002014, 0.6619186401367188], [0.5691982507705688, 0.8283277750015259], [0.4756794273853302, 0.8261712789535522], [0.5425342917442322, 0.8499371409416199], [0.4958142936229706, 0.846801221370697], [0.5983484983444214, 0.8832451701164246], [0.45055460929870605, 0.8930750489234924]]"
8,-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035,51848d7dcb33156a3fa35187b42b2904,male,178.0,71.6,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/51848d7dcb33156a3fa35187b42b2904.png,"[[0.49991655349731445, 0.20621034502983093], [0.5072065591812134, 0.18876346945762634], [0.5123121738433838, 0.18812009692192078], [0.5175749063491821, 0.1879398226737976], [0.4969269037246704, 0.18859872221946716], [0.4940771460533142, 0.1879599690437317], [0.49139925837516785, 0.1875143051147461], [0.5266886949539185, 0.1887328326702118], [0.493806391954422, 0.18889713287353516], [0.5086218118667603, 0.2195836901664734], [0.49864277243614197, 0.22031822800636292], [0.612726628780365, 0.29432955384254456], [0.4168878197669983, 0.2886087894439697], [0.6588794589042664, 0.400657057762146], [0.35345178842544556, 0.3979131579399109], [0.6765130758285522, 0.5094435214996338], [0.3158578872680664, 0.49585381150245667], [0.6775325536727905, 0.5437250137329102], [0.3097658157348633, 0.5315356254577637], [0.6640986800193787, 0.5472873449325562], [0.3175867199897766, 0.532595157623291], [0.6608506441116333, 0.5351934432983398], [0.32607558369636536, 0.5214447379112244], [0.5420364141464233, 0.5249732732772827], [0.44965970516204834, 0.526736855506897], [0.5690407156944275, 0.6841183304786682], [0.4284955859184265, 0.680389940738678], [0.5801665782928467, 0.8405748605728149], [0.42494386434555054, 0.8393970727920532], [0.5653886795043945, 0.8639999628067017], [0.4388427734375, 0.8635655641555786], [0.617111086845398, 0.8954710960388184], [0.3753490447998047, 0.8932535648345947]]"
9,-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,22.063173294067383,51.9434814453125,29.01181602478028,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496,7ab1e46a10302f1f0b989a41a856164b,male,166.5,65.8,/Users/mukesh003/Documents/projects/TShirt Size predictor/5330_Final_codes/segmentation_measurements/segmentation_testing/test2/train/mask/7ab1e46a10302f1f0b989a41a856164b.png,"[[0.5375620126724243, 0.14960476756095886], [0.5501620769500732, 0.12376505136489868], [0.557477593421936, 0.12196558713912964], [0.564426064491272, 0.1208479106426239], [0.5328855514526367, 0.12528538703918457], [0.5284764766693115, 0.12446314096450806], [0.5238413214683533, 0.12374091148376465], [0.5726582407951355, 0.12001508474349976], [0.5229251980781555, 0.12320992350578308], [0.5509952902793884, 0.16277596354484558], [0.5337355136871338, 0.16612055897712708], [0.6598080992698669, 0.22198715806007385], [0.4377287030220032, 0.22707435488700867], [0.7496522068977356, 0.34004876017570496], [0.3300112187862396, 0.34461718797683716], [0.8507677316665649, 0.4460825026035309], [0.20702263712882996, 0.44218844175338745], [0.870928168296814, 0.48300686478614807], [0.17291098833084106, 0.4819748103618622], [0.876080334186554, 0.4838819205760956], [0.16620147228240967, 0.4826810956001282], [0.8642857074737549, 0.4748537540435791], [0.18197384476661682, 0.4716973304748535], [0.6083736419677734, 0.4575260579586029], [0.4824974834918976, 0.45450496673583984], [0.6337319016456604, 0.6636673212051392], [0.45915836095809937, 0.6577604413032532], [0.6627204418182373, 0.8671456575393677], [0.41966140270233154, 0.8667441010475159], [0.6536495685577393, 0.8949698209762573], [0.427792489528656, 0.8953681588172913], [0.6791747808456421, 0.9342619180679321], [0.3734946846961975, 0.931128978729248]]"
