,subject_id,ankle,arm-length,bicep,calf,chest,forearm,height,hip,leg-length,shoulder-breadth,shoulder-to-crotch,thigh,waist,wrist,photo_id,gender,height_cm,weight_kg,image_path
0,-494U-YoXOD8e8gkCuyaRLn4MLo5P8Dm2B1s59WBGdg,24.34395408630371,52.90237808227539,33.294395446777344,38.709510803222656,102.5260238647461,27.59909439086914,177.61099243164062,108.04713439941406,81.73643493652344,35.91569137573242,67.89127349853516,57.87279510498047,92.28617095947266,16.709131240844727,e62a945f9950f739ea73b90438a9e9cc,male,178.0,79.6,../segmentation_testing/test2/train/mask/e62a945f9950f739ea73b90438a9e9cc.png
1,-5iHTazqnmWBsnUY6ymoCw1kORMymRDaUla1eNOjgvI,26.56500625610352,53.2885971069336,30.80095863342285,39.85494995117188,102.39127349853516,27.71979522705078,183.7188415527344,106.04412078857422,84.05552673339844,37.8564567565918,72.00437927246094,52.93408584594727,96.5964126586914,17.93659782409668,cb5e3a2ce44d28764b2b453b0950e980,male,185.0,82.9,../segmentation_testing/test2/train/mask/cb5e3a2ce44d28764b2b453b0950e980.png
2,-60o95b9oEE83BDV3GpsAVPA4TFvxuPPqtXEY5PApy8,24.779565811157227,49.07775115966797,34.61311340332031,38.10426712036133,111.16407012939452,28.5504093170166,169.05911254882812,109.52946472167967,74.31023406982422,38.19779968261719,68.53671264648438,58.65667343139648,103.3951187133789,17.02985954284668,d9adfcab9e56b15a41704ae9e823ab06,male,166.0,88.7,../segmentation_testing/test2/train/mask/d9adfcab9e56b15a41704ae9e823ab06.png
3,-9Xvu9djN0oqidP9sUUQ-DZ6A0_upIBwARnNv7KTH3o,24.674118041992188,46.94625473022461,29.940608978271484,36.81808090209961,100.15499877929688,26.143871307373047,176.6648406982422,99.81765747070312,73.94376373291016,35.744266510009766,70.81084442138672,51.81914520263672,83.86980438232422,16.372060775756836,21a247dee01735e54febbea857b5d638,male,177.0,74.7,../segmentation_testing/test2/train/mask/21a247dee01735e54febbea857b5d638.png
4,-BdVKIwm3OGEfAEB56ar_HJqpYwmLXwhKKlyF0Gi4iU,25.46615600585937,51.1634635925293,29.09806251525879,37.15715026855469,92.7225341796875,27.15604591369629,178.9779815673828,97.8735122680664,82.30216979980469,37.23946380615234,66.81805419921875,49.03817367553711,78.92030334472656,17.399463653564453,f4c776abab7952840a393ac995fded6e,male,178.6,67.1,../segmentation_testing/test2/train/mask/f4c776abab7952840a393ac995fded6e.png
5,-JvTra6b-sTRKwQQZ6DHxXMuRtvz2X0fkXKyrXyrcrk,24.74004364013672,50.97289276123047,30.681303024291992,35.23457717895508,95.77923583984376,27.324010848999023,174.0694122314453,96.9201431274414,81.30386352539062,35.66278076171875,65.10942077636719,50.87236785888672,82.21373748779297,17.28766632080078,a040c302ff99965ebe367b063d19ee20,male,172.6,68.1,../segmentation_testing/test2/train/mask/a040c302ff99965ebe367b063d19ee20.png
6,-McEo6mC4tLSFy7VWC75sy6J50qMBLo79tWDcaCagVM,25.37160873413086,53.50772476196289,39.0116081237793,40.85094451904297,122.19342041015624,33.70765686035156,180.6703948974609,110.95491027832033,85.37957000732422,40.04086685180664,67.52969360351562,56.80635452270508,109.36113739013672,19.351045608520508,45ed2ce82e2773d550daf196c0c5cc98,male,179.0,101.7,../segmentation_testing/test2/train/mask/45ed2ce82e2773d550daf196c0c5cc98.png
7,-PYkXBwbmZJNo9F8GNPxL69Oy0c4qhIOD6Zz1lLN7jA,25.833364486694336,51.05610275268555,28.8845329284668,36.16111755371094,101.89659881591795,26.72850799560547,177.22073364257812,99.2237319946289,80.62630462646484,37.82480239868164,68.60801696777344,50.74698638916016,84.89327239990234,17.295169830322266,5fc141179dda05ccb315c2806eeb9cf8,male,179.0,72.0,../segmentation_testing/test2/train/mask/5fc141179dda05ccb315c2806eeb9cf8.png
8,-brqqjqyO72GBQPYhr5Qop65-BnuAvtFdWj2dLeVrak,26.184064865112305,50.905540466308594,28.22601127624512,37.57546615600586,98.26996612548828,26.47516822814941,176.3844451904297,95.80044555664062,79.85946655273438,36.72936630249024,66.34008026123047,52.33489227294922,79.04681396484375,16.40630531311035,5e2a308232e806d757d7e5baeedc7915,male,178.0,71.6,../segmentation_testing/test2/train/mask/5e2a308232e806d757d7e5baeedc7915.png
9,-fxrku1rAPX8f7w4HIrk9oRUecKAfNNFJd1xriLbB2A,22.063173294067383,51.9434814453125,29.011816024780277,34.99395751953125,97.8163604736328,24.351512908935547,168.27394104003906,97.56271362304688,80.80277252197266,34.313941955566406,62.23643112182617,50.93609619140625,90.39958190917967,15.613966941833496,7ab1e46a10302f1f0b989a41a856164b,male,166.5,65.8,../segmentation_testing/test2/train/mask/7ab1e46a10302f1f0b989a41a856164b.png
10,-tPcFq0SHXzMQftt6mXFdWmSVqSsNKLg1JAC31A9KO0,22.581920623779297,49.14448165893555,26.117015838623047,34.1313362121582,94.67241668701172,25.70744514465332,166.28201293945312,88.92472076416016,75.43853759765625,35.87290573120117,63.74502182006836,47.27751159667969,80.2665786743164,16.6568603515625,e9611ed1334423073edfd60bf55a662e,male,163.0,60.0,../segmentation_testing/test2/train/mask/e9611ed1334423073edfd60bf55a662e.png
11,-wY6jmX5fMbDHGzalzW89SDwCtn9CsItOPr--Z2bKZA,23.3249568939209,51.56865692138672,30.8909854888916,35.068729400634766,99.2065658569336,26.8172550201416,173.0939178466797,99.77027130126952,78.52146911621094,36.5698127746582,67.3136215209961,51.37426376342773,93.46900177001952,16.450830459594727,35613df5b04636f5caa0487ef7fa8e24,male,172.9,72.7,../segmentation_testing/test2/train/mask/35613df5b04636f5caa0487ef7fa8e24.png
12,-ynFzSsRfz40hlq0nzQI-0iG7wNcnj_WYYSsdOyy5wI,22.33539581298828,47.79108047485352,33.45450592041016,33.374759674072266,102.03099822998048,28.36693000793457,165.9588623046875,98.4374542236328,73.84928894042969,36.49642181396485,64.3826904296875,52.60615921020508,88.61717224121094,16.6865177154541,393356c70ba851b975c0902f7ffe1c7a,male,165.5,71.5,../segmentation_testing/test2/train/mask/393356c70ba851b975c0902f7ffe1c7a.png
13,0-XhQ-_PmaT9DVwpTEiOdhAFo0CD2e5T-32D899sQpw,24.34889411926269,51.80320358276367,30.544797897338867,38.399452209472656,105.03558349609376,27.075109481811523,184.33721923828125,105.42310333251952,81.873046875,38.14337921142578,70.82354736328125,50.47244644165039,98.824951171875,16.8619441986084,6541800b63e3f708f961befaa94d2603,male,180.9,81.7,../segmentation_testing/test2/train/mask/6541800b63e3f708f961befaa94d2603.png
14,04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,25.04073143005371,49.42327117919922,33.88666915893555,39.3195686340332,110.18009185791016,28.808082580566406,174.45474243164062,110.6600341796875,78.51648712158203,38.54051971435547,67.50831604003906,57.37968444824219,99.9557113647461,17.179203033447266,e8d27740282dd6739b2ee02a2fe3e7a5,male,173.05,86.65,../segmentation_testing/test2/train/mask/e8d27740282dd6739b2ee02a2fe3e7a5.png
15,05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,23.413911819458008,52.994178771972656,33.26508712768555,36.32673263549805,112.50951385498048,28.200759887695312,177.66407775878906,104.47759246826172,82.27184295654297,38.18268203735352,67.31904602050781,53.316383361816406,107.3368911743164,17.5904483795166,d6f16ee870978d1428896d8501115885,male,176.75,84.05,../segmentation_testing/test2/train/mask/d6f16ee870978d1428896d8501115885.png
16,07e9Xq9EyvLh2Ub1D-IrXCKwYPbtbcKliFRPevZsW5Q,25.252864837646484,49.73481750488281,29.829132080078125,35.584651947021484,102.67830657958984,27.3344669342041,171.52537536621094,98.98465728759766,77.57263946533203,36.68434524536133,65.53184509277344,50.31557846069336,92.9094696044922,17.122636795043945,34412e29a2290b5aaeac3d93a7f98fa2,male,169.5,75.1,../segmentation_testing/test2/train/mask/34412e29a2290b5aaeac3d93a7f98fa2.png
